,address,legacy_escrow,c_ratio,collateral,debt
45,0x134655a5410dED30532ce798028DaC255B32D6b7,0.0,0.0,0.0,0.0
46,0x51c57dd7f9F8aD2e457223C22b4AA6cf1c630C8C,1193.73,0.0,1212.6080759,0.0
47,0xCed50221abe135f6085882DBe451CFAa6E8cbC23,0.0,0.0,0.0,0.0
48,0x171B64E8F1bd7C077c015635Dc9B5f9d12D655bf,0.0,0.0,0.0,0.0
49,0x00AcD4F38078fccEa64b2C4a3BD496bAa2766317,0.0,0.0,0.0,0.0
50,0x04894e87522562B13a938D1A96233ac83905Db5d,0.0,0.0,0.0,0.0
51,0x7CA2c2534Fac81Ae6805BD4E1c8439116141502E,0.0,0.0,224.2449235,0.0
52,0x1EA4476fFCc1866dc34b5210E795984a2a1913a5,0.0,0.0,0.0,0.0
53,0xfE712d4eeEa05F9CA60F3CfC35A1B46aBb235Db1,0.0,0.0,697.1523823171642,0.0
54,0xAc4ad1F81AAFD8f9BbA53d2f525C4b85862005B1,0.0,0.0,552.0658692056431,0.0
55,0xCf10540f5d1a2d0Ff633ddB60Aa9F81c4d78BcBf,186.4828459,0.0,205.3609218,0.0
56,0x10062f0106ACa6a01d9e8E7AD19d1CC85C02b900,0.0,0.0,0.0,0.0
57,0x6C7Fe52aBfb011a9510403bCC88694345e3B7968,290.1203686,0.0,308.9984445,0.0
58,0x788528412C6387d4d296b2823606a1799F3D25dc,0.0,0.0,0.0,0.0
59,0x6C12fBd5A0dd2278D5a42f08d66D5abE04c97f88,0.0,0.0,1068.1081827166922,0.0
60,0xBC9E297a1D1F97198f1D1f01C835E2516b0b71ea,0.0,0.0,0.0,0.0
61,0x643D99296A958214C2945A3372B98ff1Cc419eD6,439.3497752,0.0,439.3497752,0.0
